Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
ONJYX,Invesco New Jersey Municipal Fund;Y,Muni New Jersey,5.12,0.09920862061037806,5.55,6.89,5.59,4.77,3.31%,5,Y
OPATX,Invesco Pennsylvania Municipal Fund;A,Muni Pennsylvania,4.17,0.17226923647813405,4.57,7.01,6.5,5.57,3.19%,5,Y
OPACX,Invesco Pennsylvania Municipal Fund;C,Muni Pennsylvania,3.64,0.17271552586738656,3.91,6.34,5.83,4.84,2.57%,5,Y
OPAYX,Invesco Pennsylvania Municipal Fund;Y,Muni Pennsylvania,4.4,0.17212098072847423,4.83,7.3,6.77,5.78,3.43%,5,Y
OPNYX,Invesco Rochester AMT-Free New York Municipal Fund;A,Muni New York Long,4.65,0.3273319229047202,4.86,6.24,5.46,5.08,2.91%,5,Y
ONYCX,Invesco Rochester AMT-Free New York Municipal Fund;C,Muni New York Long,3.92,0.3273319229047202,4.07,5.41,4.66,4.28,2.18%,4,Y
ONYYX,Invesco Rochester AMT-Free New York Municipal Fund;Y,Muni New York Long,4.87,0.2451036536479212,5.1,6.46,5.7,5.32,3.14%,5,Y
LTNYX,Invesco Rochester Limited Term New York Muni;A,Muni Single State Short,2.32,0.0,2.52,4.37,3.94,2.63,2.92%,5,Y
LTNCX,Invesco Rochester Limited Term New York Muni;C,Muni Single State Short,1.61,0.0,1.75,3.53,3.12,1.84,2.18%,5,Y
LTBYX,Invesco Rochester Limited Term New York Muni;Y,Muni Single State Short,2.55,0.0,2.77,4.57,4.19,2.88,3.18%,5,Y
ORNAX,Invesco Rochester Municipal Opp Fund;A,High Yield Muni,6.38,0.2456941430691839,6.7,8.77,8.56,7.85,4.26%,5,Y
ORNCX,Invesco Rochester Municipal Opp Fund;C,High Yield Muni,5.76,0.2469074462651643,6.03,8.03,7.81,7.07,3.64%,5,Y
ORNYX,Invesco Rochester Municipal Opp Fund;Y,High Yield Muni,6.61,0.24599635679993825,6.97,9.05,8.8,8.05,4.51%,5,Y
RMUNX,Invesco Rochester NY Municipals;A,Muni New York Long,6.62,0.2826412411027688,6.74,8.48,7.78,6.12,3.30%,5,Y
RMUCX,Invesco Rochester NY Municipals;C,Muni New York Long,5.91,0.28345320940612684,5.97,7.67,6.98,5.28,2.59%,5,Y
RMUYX,Invesco Rochester NY Municipals;Y,Muni New York Long,6.92,0.2824815531377608,7.06,8.76,8.05,6.33,3.53%,5,Y
SPEDX,Alger Dynamic Opportunities Fund;A,Long-Short Equity,4.41,-9.033820146429083,1.82,21.5,14.33,10.28,0.00%,5,Y
ADOCX,Alger Dynamic Opportunities Fund;C,Long-Short Equity,3.71,-9.673968757403593,1.05,20.6,13.46,9.44,0.00%,5,Y
ADOZX,Alger Dynamic Opportunities Fund;Z,Long-Short Equity,4.67,-8.857815656406228,2.06,21.8,14.64,10.57,0.00%,5,Y
AAEMX,Alger Emerging Markets Fund;A,Diversified Emerging Mkts,-1.3,-7.741030109196044,1.88,18.29,12.35,6.91,0.00%,4,Y
ACEMX,Alger Emerging Markets Fund;C,Diversified Emerging Mkts,-1.9,-7.967242175610139,1.08,17.37,11.48,6.09,0.00%,4,Y
AIEMX,Alger Emerging Markets Fund;I,Diversified Emerging Mkts,-1.24,-7.883520331618571,1.99,18.38,12.4,6.93,0.00%,4,Y
ASPZX,Alger Spectra Fund;Z,Large Growth,13.64,-28.958163087123843,12.35,31.07,22.52,18.5,0.00%,4,Y
ACAAX,Alger Capital Appreciation Fund;A,Large Growth,17.3,-22.40219645947053,17.48,32.42,23.14,18.57,0.00%,4,Y
ACAZX,Alger Capital Appreciation Fund;Z,Large Growth,17.63,-21.49288988352247,17.87,32.86,23.56,18.96,0.00%,4,Y
AHSAX,Alger Health Sciences Fund;A,Health,0.56,-25.455074307788415,0.07,20.22,19.17,15.9,0.00%,4,N
AMGAX,Alger Mid Cap Growth Fund;A,Mid-Cap Growth,7.81,-33.95291046758642,3.89,33.59,22.03,16.31,0.00%,4,Y
AMCGX,Alger Mid Cap Growth Fund;B,Mid-Cap Growth,7.85,-43.896975837973194,3.93,33.58,21.67,15.73,0.00%,4,Y
AMGCX,Alger Mid Cap Growth Fund;C,Mid-Cap Growth,7.08,-44.853800615147804,3.1,32.52,21.04,15.37,0.00%,4,Y
ALMAX,Alger Weatherbie Specialized Gro Fund;A,Mid-Cap Growth,5.87,-24.795524504462932,1.67,34.5,24.32,16.91,0.00%,4,Y
ASIMX,Alger Weatherbie Specialized Gro Fund;I,Mid-Cap Growth,5.89,-24.267779621902843,1.67,34.55,24.33,16.92,0.00%,4,Y
ASMZX,Alger Weatherbie Specialized Gro Fund;Z,Mid-Cap Growth,6.22,-23.42126500054964,1.99,34.93,24.74,17.29,0.00%,4,Y
ALARX,Alger Capital Appreciation Institutional Fund;I,Large Growth,17.6,-19.607843137254903,17.8,32.42,23.14,18.63,0.00%,4,Y
ALGRX,Alger Focus Equity Fund;I,Large Growth,18.81,-15.412244156144236,19.26,34.67,25.44,19.08,0.00%,4,Y
ALMRX,Alger Mid Cap Growth Institutional Fund;I,Mid-Cap Growth,5.4,-47.855530297331114,1.35,32.6,21.37,16.38,0.00%,4,Y
AGIRX,Alger Mid Cap Growth Institutional Fund;R,Mid-Cap Growth,4.95,-53.86604109814154,0.89,31.98,20.78,15.79,0.00%,4,Y
CBMIX,Allspring C&B Mid Cap Value Fund;Adm,Mid-Cap Value,15.66,-10.586409134601897,20.77,19.48,10.1,12.9,0.18%,4,Y
CBMSX,Allspring C&B Mid Cap Value Fund;Inst,Mid-Cap Value,15.93,-10.854813835157904,21.06,19.78,10.37,13.18,0.39%,4,Y
SCTIX,Allspring California Ltd-Tm TF Fd;Adm,Muni Single State Short,0.38,0.09524027506510416,0.51,2.11,1.92,1.98,1.67%,4,N
EIVDX,Allspring Classic Value Fund;Adm,Large Value,19.38,-18.019095563969184,24.87,19.09,12.14,12.63,1.11%,4,Y
EIVIX,Allspring Classic Value Fund;Inst,Large Value,19.66,-18.961200374021768,25.11,19.35,12.38,12.89,1.31%,4,Y
WIPDX,Allspring Core Plus Bond Fund;Administrator,Intermediate Core-Plus Bond,0.05,-0.30052562428228125,0.39,6.92,5.18,4.23,2.19%,5,Y
STYAX,Allspring Core Plus Bond Fund;A,Intermediate Core-Plus Bond,-0.04,-0.30007473429832104,0.29,6.8,5.06,4.11,2.08%,5,Y
WIPIX,Allspring Core Plus Bond Fund;Institutional,Intermediate Core-Plus Bond,0.32,-0.29962517385803755,0.58,7.13,5.41,4.43,2.24%,5,Y
EVSIX,Allspring Disciplined US Core Fund;I,Large Blend,23.82,-7.633892136158771,30.97,26.19,16.32,16.03,1.64%,4,N
EKBDX,Allspring Diversified Cap Bldr Fd;Adm,Allocation--70% to 85% Equity,13.34,-4.389176138412955,19.23,19.95,12.71,13.49,0.90%,4,Y
EKBAX,Allspring Diversified Cap Bldr Fd;A,Allocation--70% to 85% Equity,13.27,-4.392382390173161,19.14,19.83,12.64,13.31,0.82%,4,Y
EKBYX,Allspring Diversified Cap Bldr Fd;I,Allocation--70% to 85% Equity,13.66,-4.5689012490955205,19.52,20.24,13.0,13.74,1.12%,4,Y
EKSDX,Allspring Diversified Inc Bldr Fd;Admn,Allocation--15% to 30% Equity,5.86,0.0,8.6,9.8,6.34,7.49,3.37%,4,Y
EKSAX,Allspring Diversified Inc Bldr Fd;A,Allocation--15% to 30% Equity,6.13,0.0,8.64,9.7,6.24,7.35,3.21%,4,Y
EKSCX,Allspring Diversified Inc Bldr Fd;C,Allocation--15% to 30% Equity,5.54,0.0,7.7,8.85,5.44,6.55,2.47%,4,Y
EKSYX,Allspring Diversified Inc Bldr Fd;Inst,Allocation--15% to 30% Equity,6.45,0.0,8.87,10.03,6.56,7.73,3.62%,5,Y
WEMIX,Allspring Emerging Growth Fund;Inst,Small Growth,7.47,-31.2990415781206,4.81,31.53,22.13,16.3,0.00%,4,Y
WECDX,Allspring Endeavor Select Fund;Adm,Large Growth,16.68,-15.384611165517551,19.96,33.86,25.78,18.91,0.00%,4,Y
STAEX,Allspring Endeavor Select Fund;A,Large Growth,16.54,-17.096773796597567,19.81,33.61,25.53,18.65,0.00%,4,Y
WFCIX,Allspring Endeavor Select Fund;I,Large Growth,16.99,-14.486920654040214,20.23,34.05,25.98,19.11,0.00%,4,Y
EKGYX,Allspring Global Small Cap Fund;Adm,World Small/Mid Stock,16.5,-16.01108648476071,20.9,18.94,12.51,12.74,0.00%,4,Y
EKGIX,Allspring Global Small Cap Fund;I,World Small/Mid Stock,15.01,-16.018742994333497,21.2,19.21,12.78,13.02,0.00%,4,Y
NVGBX,Allspring Growth Balanced Fund;Adm,Allocation--50% to 70% Equity,11.04,-13.63990655032286,13.96,16.31,10.6,10.52,1.12%,4,Y
WFAIX,Allspring Index Asset Alloc Fd;Adm,Allocation--50% to 70% Equity,13.17,-5.3656414468580165,16.39,18.22,11.88,11.94,0.49%,5,N
SFAAX,Allspring Index Asset Alloc Fd;A,Allocation--50% to 70% Equity,12.97,-5.201555576353308,16.18,18.0,11.69,11.71,0.40%,5,N
WFIOX,Allspring Index Fund;Adm,Large Blend,23.22,-8.233451257418848,28.9,26.56,17.54,16.1,1.11%,4,N
WFILX,Allspring Index Fund;A,Large Blend,22.99,-8.31997487043588,28.62,26.31,17.3,15.82,1.00%,4,N
WWIDX,Allspring Large Company Value Fd;Adm,Large Value,22.14,-27.357966431714548,28.41,20.59,11.97,12.24,1.14%,4,Y
WLCAX,Allspring Large Company Value Fd;A,Large Value,22.1,-27.647719309735443,28.35,20.49,11.87,12.08,1.10%,4,Y
WLCIX,Allspring Large Company Value Fd;Inst,Large Value,22.45,-27.479220466052467,28.77,20.94,12.26,12.53,1.35%,4,Y
WFCMX,Allspring CoreBuilder Shares - Srs M,Muni National Interm,2.65,0.16116404520216512,2.9,5.15,5.07,5.28,3.14%,5,Y
NVMBX,Allspring Moderate Balanced Fund;Adm,Allocation--30% to 50% Equity,7.23,-9.660256164022924,8.81,12.27,8.16,7.88,1.14%,4,N
WFMAX,Allspring Moderate Balanced Fund;A,Allocation--30% to 50% Equity,6.95,-9.788471798454882,8.58,12.0,7.89,7.61,0.97%,4,N
WMBIX,Allspring Municipal Bond Fund;Inst,Muni National Long,2.1,0.18622400549259588,2.2,4.65,4.5,4.62,2.50%,4,Y
EOMYX,Allspring Omega Growth Fund;Admin,Large Growth,12.22,-12.433336537844006,14.03,33.17,24.6,18.25,0.00%,4,Y
EKONX,Allspring Omega Growth Fund;Inst,Large Growth,12.47,-11.960768831568695,14.29,33.5,24.91,18.55,0.00%,4,Y
EKVYX,Allspring Pennsylvania Tx-Fr Fd;Inst,Muni Pennsylvania,2.27,0.16849585473041345,2.4,4.39,4.03,4.04,2.69%,4,Y
IPBIX,Allspring Real Return Fund;Adm,Inflation-Protected Bond,6.18,0.2652496185513679,7.59,8.63,5.23,3.02,2.34%,4,Y
SSTVX,Allspring Short-Term Bond Plus Fund;A,Short-Term Bond,-0.17,-1.0033461528279526,0.08,3.47,2.48,1.96,1.47%,4,N
SSHIX,Allspring Short-Term Bond Plus Fund;Inst,Short-Term Bond,0.07,-0.8918608843314292,0.32,3.73,2.77,2.24,1.71%,4,N
WSBIX,Allspring Short-Term Muni Bond Fd;Inst,Muni National Short,0.4,-0.10080875811416289,0.4,1.79,1.79,1.5,1.35%,4,N
SCVNX,Allspring Small Company Value Fund;I,Small Value,28.5,-9.514519068506619,36.65,20.22,10.05,12.47,0.48%,4,Y
WFMDX,Allspring Special Mid Cap Val Fd;Adm,Mid-Cap Value,21.42,-9.54410266597574,27.7,21.36,10.66,13.71,0.32%,4,Y
WFPAX,Allspring Special Mid Cap Val Fd;A,Mid-Cap Value,21.37,-9.701212111375018,27.58,21.27,10.57,13.6,0.31%,4,Y
WFPCX,Allspring Special Mid Cap Val Fd;C,Mid-Cap Value,20.52,-10.04192206822543,26.63,20.37,9.75,12.75,0.00%,4,Y
WFMIX,Allspring Special Mid Cap Val Fd;Inst,Mid-Cap Value,21.72,-9.700530497323545,27.99,21.65,10.93,14.01,0.55%,5,Y
ESPIX,Allspring Special Small Cap Val Fd;Adm,Small Value,22.76,-8.585425856838,27.31,18.81,9.26,12.46,0.30%,5,Y
ESPAX,Allspring Special Small Cap Val Fd;A,Small Value,22.65,-8.665205729458169,27.2,18.71,9.16,12.28,0.29%,4,Y
ESPCX,Allspring Special Small Cap Val Fd;C,Small Value,21.82,-9.193711038372216,26.24,17.86,8.36,11.45,0.00%,4,Y
ESPNX,Allspring Special Small Cap Val Fd;I,Small Value,19.64,-8.781623135478455,27.61,19.11,9.54,12.7,0.50%,5,Y
VMPYX,Allspring Strategic Municipal Bd Fd;Ad,Muni National Short,0.91,0.10799382974792308,1.13,3.0,2.88,2.64,1.49%,5,N
VMPAX,Allspring Strategic Municipal Bd Fd;A,Muni National Short,0.91,0.0,0.91,2.88,2.76,2.51,1.38%,4,N
WUSDX,Allspring Ultra Sh-Tm Income Fund;Adm,Ultrashort Bond,0.13,-0.11696173869882019,0.18,2.06,1.79,1.38,0.73%,4,N
SADIX,Allspring Ultra Sh-Tm Income Fund;Inst,Ultrashort Bond,0.24,-0.11655278520697734,0.43,2.29,2.0,1.59,0.98%,4,N
EVUDX,Allspring Utility & Telecom;Adm,Utilities,5.83,-6.969421101673948,14.64,14.14,11.78,10.69,1.62%,5,Y
EVUAX,Allspring Utility & Telecom;A,Utilities,5.73,-7.027032971527067,14.51,13.97,11.61,10.49,1.51%,5,Y
EVUCX,Allspring Utility & Telecom;C,Utilities,5.0,-7.043524170872417,13.6,13.12,10.76,9.67,0.71%,4,Y
EVUYX,Allspring Utility & Telecom;Inst,Utilities,5.98,-6.940067050308188,14.88,14.37,11.99,10.86,1.79%,5,Y
WWTFX,Allspring Wisconsin Tax-Free Fund;A,Muni Single State Interm,1.34,0.0,1.4,3.63,3.37,2.94,1.78%,4,Y
SEKSX,Carret Kansas Tax-Exempt Bond;Inst,Muni Single State Interm,0.55,0.09008355733223453,0.71,3.79,3.11,2.93,1.85%,4,Y
AMAGX,Amana Growth Fund;Investor,Large Growth,27.86,-0.8899254076278694,31.17,33.58,24.57,17.6,0.17%,4,Y
CLBAX,American Funds American Balanced Fund;529-A,Allocation--50% to 70% Equity,12.15,-2.0450575195039673,16.08,15.61,11.02,10.95,1.13%,4,N
CLBCX,American Funds American Balanced Fund;529-C,Allocation--50% to 70% Equity,11.38,-1.8677766874154684,15.22,14.77,10.19,10.11,0.44%,4,N
CLBEX,American Funds American Balanced Fund;529-E,Allocation--50% to 70% Equity,11.9,-1.987535411277789,15.82,15.36,10.77,10.69,0.93%,4,N
CLBFX,American Funds American Balanced Fund;529-F-1,Allocation--50% to 70% Equity,12.32,-2.0468663466289096,16.3,15.87,11.27,11.2,1.31%,5,N
ABALX,American Funds American Balanced Fund;A,Allocation--50% to 70% Equity,12.2,-2.011835267825048,16.13,15.68,11.09,11.04,1.16%,4,N
BALCX,American Funds American Balanced Fund;C,Allocation--50% to 70% Equity,11.4,-1.9093060289627928,15.25,14.8,10.24,10.17,0.51%,4,N
BALFX,American Funds American Balanced Fund;F1,Allocation--50% to 70% Equity,12.12,-2.0136224339891893,16.07,15.61,11.02,10.97,1.11%,4,N
AMBFX,American Funds American Balanced Fund;F2,Allocation--50% to 70% Equity,12.41,-2.0716210238922645,16.34,15.9,11.31,11.26,1.35%,5,N
RLBAX,American Funds American Balanced Fund;R1,Allocation--50% to 70% Equity,11.4,-1.9110276866818092,15.25,14.78,10.23,10.17,0.52%,4,N
RLBBX,American Funds American Balanced Fund;R2,Allocation--50% to 70% Equity,11.37,-1.9093060289627928,15.22,14.78,10.23,10.19,0.50%,4,N
RLBCX,American Funds American Balanced Fund;R3,Allocation--50% to 70% Equity,11.85,-1.9648700339802192,15.73,15.28,10.71,10.66,0.87%,4,N
RLBEX,American Funds American Balanced Fund;R4,Allocation--50% to 70% Equity,12.16,-2.015412778149813,16.08,15.63,11.04,10.99,1.10%,4,N
RLBFX,American Funds American Balanced Fund;R5,Allocation--50% to 70% Equity,12.47,-2.0673383057336725,16.44,15.98,11.37,11.32,1.39%,5,N
RLBGX,American Funds American Balanced Fund;R6,Allocation--50% to 70% Equity,11.58,-2.0691715195146054,16.48,16.03,11.43,11.38,1.44%,5,N
SHOAX,American Beacon SiM High Yield Opportunities Fund;A,High Yield Bond,7.0,-0.2057660207224004,8.87,8.71,6.23,7.21,5.86%,4,Y
SHOCX,American Beacon SiM High Yield Opportunities Fund;C,High Yield Bond,6.37,-0.10204314986942933,8.14,7.99,5.6,6.45,5.15%,4,Y
SHOIX,American Beacon SiM High Yield Opportunities Fund;R5,High Yield Bond,7.43,-0.10246135909139854,9.32,9.15,6.69,7.69,6.16%,5,Y
SHOYX,American Beacon SiM High Yield Opportunities Fund;Y,High Yield Bond,7.43,-0.10256645007011217,9.2,9.11,6.59,7.56,6.13%,5,Y
SHYPX,American Beacon SiM High Yield Opportunities Fund;Inv,High Yield Bond,6.98,-0.10298896851234567,8.84,8.72,6.24,7.26,5.83%,4,Y
SFMIX,American Beacon Stephens Mid-Cap Growth Fund;R5,Mid-Cap Growth,8.63,-7.300985730013224,10.76,29.24,21.78,16.23,0.00%,4,Y
AZSAX,American Beacon Zebra Small Cap Equity Fund;A,Small Blend,20.98,-32.582158821434014,22.39,18.66,9.61,12.31,0.64%,4,Y
AZSIX,American Beacon Zebra Small Cap Equity Fund;R5,Small Blend,21.32,-32.057198639800035,22.79,19.1,10.03,12.78,0.73%,4,Y
AZSYX,American Beacon Zebra Small Cap Equity Fund;Y,Small Blend,21.25,-31.910011679663874,22.66,18.97,9.91,12.67,0.73%,4,Y
AZSPX,American Beacon Zebra Small Cap Equity Fund;Investor,Small Blend,20.9,-32.58003837506467,22.35,18.66,9.61,12.35,0.68%,4,Y
ARFSX,American Century One Choice 2050 Portfolio;I,Target-Date 2050,10.84,-1.056339762351537,13.64,19.01,12.48,11.38,0.90%,4,Y
ARENX,American Century One Choice 2055 Portfolio;I,Target-Date 2055,11.38,-1.1029463325814801,14.22,19.56,12.76,11.62,0.90%,4,Y
AREVX,American Century One Choice 2055 Portfolio;Investor,Target-Date 2055,11.13,-1.1046869505147885,13.93,19.31,12.54,11.41,0.71%,4,Y
ARTAX,American Century One Choice In Retirement Portfolio;A,Target-Date Retirement,6.7,-0.20632553679434906,8.57,11.77,7.61,6.83,0.85%,5,Y
ATTIX,American Century One Choice In Retirement Portfolio;I,Target-Date Retirement,7.14,-0.13746018901365892,9.13,12.33,8.12,7.32,1.26%,5,Y
ARSRX,American Century One Choice In Retirement Portfolio;R,Target-Date Retirement,6.44,-0.20689471014614763,8.31,11.54,7.37,6.57,0.74%,4,Y
ARTOX,American Century One Choice In Retirement Portfolio;Investor,Target-Date Retirement,6.98,-0.20618372905791857,8.84,12.08,7.89,7.11,1.07%,5,Y
AOGIX,American Century One Choice Portfolio: Aggressive;Investor,Allocation--70% to 85% Equity,11.14,-1.2295069953377444,13.98,19.16,12.48,11.04,0.81%,4,Y
AOCIX,American Century One Choice Portfolio: Conservative;Investor,Allocation--30% to 50% Equity,7.18,-0.3780684711723241,9.12,12.92,8.41,7.3,1.35%,4,Y
AOVIX,American Century One Choice Portfolio: Very Aggressive;Investor,Allocation--85%+ Equity,12.77,-1.816609260589765,15.92,22.18,14.22,12.63,0.53%,4,Y
AONIX,American Century One Choice Portfolio: Very Conservative;Investor,Allocation--15% to 30% Equity,5.4,0.0738024261333504,6.74,9.55,6.22,5.19,1.43%,4,Y
CAYAX,American Century California High-Yield Municipal Fund;A,Muni California Long,3.65,0.08920810747373546,3.79,5.6,5.13,5.02,2.67%,4,Y
BCHIX,American Century California High-Yield Municipal Fund;I,Muni California Long,4.07,0.08928775939409664,4.26,6.04,5.59,5.49,3.11%,5,Y
BCHYX,American Century California High-Yield Municipal Fund;Investor,Muni California Long,3.88,0.08920810747373546,4.05,5.86,5.39,5.28,2.91%,4,Y
BCTIX,American Century California Intermediate-Term Tax-Free Bd Fd;I,Muni California Intermediate,1.3,0.0,1.47,3.97,3.6,3.19,2.33%,4,Y
BCITX,American Century California Intermediate-Term Tax-Free Bd Fd;Inv,Muni California Intermediate,1.19,0.0,1.27,3.8,3.39,2.99,2.13%,4,Y
ARYMX,American Century Global Real Estate Fund;A,Global Real Estate,23.55,-5.17346540280927,31.29,18.28,12.3,10.5,0.64%,4,Y
ARYTX,American Century Global Real Estate Fund;C,Global Real Estate,22.65,-4.525998211175336,30.34,17.38,11.45,9.68,0.00%,4,Y
ARYNX,American Century Global Real Estate Fund;I,Global Real Estate,24.04,-5.528547657066577,31.84,18.78,12.81,11.0,1.02%,5,Y
ARYWX,American Century Global Real Estate Fund;R,Global Real Estate,23.26,-4.933011058788736,30.99,17.97,12.01,10.23,0.42%,4,Y
ARYVX,American Century Global Real Estate Fund;Inv,Global Real Estate,23.87,-5.349550317941668,31.64,18.59,12.59,10.79,0.85%,5,Y
ACLAX,American Century Mid Cap Value Fund;A,Mid-Cap Value,16.83,-13.310236262087269,21.95,16.96,8.39,12.25,0.97%,4,Y
AVUAX,American Century Mid Cap Value Fund;I,Mid-Cap Value,17.28,-13.405623942685915,22.51,17.49,8.88,12.74,1.37%,4,Y
AMVRX,American Century Mid Cap Value Fund;R,Mid-Cap Value,16.61,-13.30685395429182,21.65,16.68,8.12,11.96,0.75%,4,Y
ACMVX,American Century Mid Cap Value Fund;Investor,Mid-Cap Value,17.13,-13.326755836312584,22.28,17.27,8.66,12.52,1.20%,4,Y
ACLMX,American Century NT Mid Cap Value Fund;G,Mid-Cap Value,17.99,-12.067843383410048,23.23,18.33,9.56,13.12,1.96%,5,Y
ACSCX,American Century Small Cap Value Fund;A,Small Value,32.15,-10.37415172860765,35.01,25.77,11.84,13.24,0.08%,4,Y
ASVNX,American Century Small Cap Value Fund;C,Small Value,27.35,-10.795976873093089,34.07,24.83,11.02,12.39,0.00%,4,Y
ACVIX,American Century Small Cap Value Fund;I,Small Value,32.66,-10.28192936689708,35.67,26.3,12.35,13.75,0.37%,5,Y
